0,Id,Sentiment,Tweet
28,1248832988432891904,0.11,@OfficeofUT @CMOMaharashtra @MumbaiPolice please take care of this girl along with other such children and people w… https://t.co/1ljjg6j8gi
29,1248832989456297984,-0.166666666666667,"RT @TheAhmedShariff: If Corona virus is ""Allah ka azaab (wrath)"" then how come half the affected are Muslims? 🤔"
30,1248832990458699777,1.0,
31,1248832991305936896,0.0,RT @breko: I’m at Coles Broadway Syd and it’s chokkas. Do you think there’ll be a Corona spike next week? 🤒 #covid19australia #auspol https…
32,1248832992786685952,0.0,"RT @CoolLood: @MpumeleloLuke Corona.
Corona.

(Why is there no emoji for a doos and a crowd of dooses, if we can have this 💩 emoji!?)"
33,1248832992811745280,0.0,"@ZahirHu69243337
@vijayanpinarayi
@Malayla_Manoram
@COVID19centre
@TheKeralaPolice
@KeralaTourism
@virtualhubltd… https://t.co/vqv9Yi1nPr"
34,1248832994472677376,0.234848484848485,RT @TheDeshBhakt: In the extraordinary times we live in - the Govt. is issuing directives that #Corona shouldn't be communalised &amp; the Indi…
35,1248832994665566208,0.213492063492063,
36,1248832995143741441,0.5,
37,1248832996855013377,0.0,
38,1248832997442203650,0.0,
39,1248832998406938624,-0.1,RT @yespunjab: #Coronavirus is deadly n scary but #Lockdown / #Curfew it forced has brought #Nature back.This Video shows #Birds enjoying…
40,1248832998557933568,1.0,
41,1248832998755176448,-0.2,RT @HisLilBADDBitch: Corona Ain’t Got SHIT On My Allergies. 😭
42,1248832999573147650,0.214285714285714,
43,1248833000504061959,0.0,
44,1248833003633033218,0.1,
45,1248833004090183680,0.516666666666667,"RT @jitengajaria: Oct 2019, Haryana &amp; Maharashtra had state elections

Haryana - Popular Govt &amp; strong CM
Maharashtra - Illegitimate Govt &amp;…"
46,1248833004270546945,0.0,
47,1248833004480290816,0.0,Which movie you want to Watch Soon  after Corona Lockdown ?
48,1248833006128652289,-0.4,
49,1248833006468562945,0.0,
50,1248833007592431616,0.2,RT @amitmalviya: Real Corona Warriors of Bhilwara...
51,1248833008221581313,0.375,
52,1248833008859140096,0.0,@SriLankaTweet why april 19 corona is over know ..😂😂😂
53,1248833009157111808,0.0,
54,1248833009576366081,0.0,
55,1248833010276929536,0.0,"RT @muttonshunter: The spread of Corona virus is based on two factors.

1. How dense the population is.

2. How dense the population is."
56,1248833010436206592,0.163636363636364,
57,1248833010734108672,-0.3,Man corona took away my internship this sucks
58,1248833010897543169,-0.0666666666666667,
59,1248833011392696320,0.0,RT @Brexit4me: We as a country are united in our fight against the corona virus. But there is a sickness we have not cured. The poison that…
60,1248833012143468544,-0.25,
61,1248833013775024128,-0.194444444444444,RT @RealDLHughley: If you’re black and you don’t wear a mask you can get killed by #Corona! But if you’re black and you do wear a mask you…
62,1248833014349660160,1.0,RT @being_sanatani2: World's best CM fighting Corona. https://t.co/IdyDlGtHIp
63,1248833015746265088,0.7,RT @Fiorella_im: Working class: People losing their homes. Millions laid off. Debt piling up. Losing loved ones to Corona. No healthcare or…
64,1248833015611944960,-0.2,
65,1248833015800709120,0.0,"RT @yehlog: On 8th April, 3 men in an auto came to a checkpost at KR Pet (Mandya district), told officials they were Muslims, threatened to…"
66,1248833016094281728,-0.0714285714285714,"Brazil : flooding &amp; landslide
- Eastern Africa : worst locust invasion
- Madagascar : flooding
- China &amp; accros the… https://t.co/7VKEkwOCmz"
67,1248833015779692544,0.0,
68,1248833017407107073,-0.00545454545454546,
69,1248833018183274496,0.0,"RT @CliffordAKyei: Yesterday, I was in deep prayer and I prayed to God in faith and said, God I reverse, I override and invalidate the stra…"
70,1248833017566515200,0.212121212121212,Coronavirus Live Updates: number of corona case in last 24 hour rises 40 died Latest Breaking News | Celebrity News… https://t.co/ASNQzstkGF
71,1248833018849972224,0.1,"RT @SmokingSkills_: Too late to tweet this but I never felt so safe at any place than I felt in Noida. Be it riots, corona or anything. No…"
72,1248833019906940928,0.0,RT @Soumyadipta: This interview exposes why the Chinese kept on lying to the world despite knowing that they had the Corona Virus epidemic…
73,1248833020632739840,0.0,@SKPKarthikeyan @shankarshanmugh @rajinikanth @akshaykumar 2.O is a pride of tamil cinema. But its about sell phone… https://t.co/ZOepwRIgRm
74,1248833020833890304,0.357142857142857,"RT @Zamaeraaa: Corona Virus Freestyle featuring Special Guest 

#COVIDー19 
#DontZzOnMe https://t.co/C29zwWNPu2"
75,1248833021349736454,0.0583333333333334,
76,1248833021563658241,0.0,
77,1248833020813082626,0.0,
78,1248833021811331073,0.2,
79,1248833023472095237,0.0,
80,1248833024164106240,0.0,"covid 19 pro 
#corona #china #pandemic https://t.co/3adFTbQDAE"
81,1248833025531469826,0.5,
82,1248833026441822214,0.15,
83,1248833026857078784,0.425,"Here’s some good news:

If you travelled back home from school or work when the lockdown started and thought you ha… https://t.co/QVxNlHsg3h"
84,1248833027674984449,-0.6,RT @QSRmaria: voltei a me sentir insuficiente pra tudo de novo
85,1248833027846914048,0.0,"@scrowder @michaeljknowles consider corona virus handled, the doctor is in
https://t.co/PbIeqZ2pMn"
86,1248833028572381189,0.1875,
87,1248833028513845249,-0.03125,"RT @NicolaPorro: Poco fa il premier #Conte si è esibito in una nuova conferenza stampa, in vero stile #GrandeFratello, senza risparmiare du…"
88,1248833030061342720,-0.1,"RT @Shalini___07: Is there any credibility left, of a institution that belongs to whole world's health? WHO has proved that silly mistakes…"
89,1248833030807937025,0.05,
90,1248833031605026816,0.0,@TimesNow You ppl will catch immense of corona Pakistan doesn't need to spread that
91,1248833033463046146,-0.4,
92,1248833033827840000,0.433333333333333,RT @actormanojjoshi: I strongly condemn this biased behaviour of @TwitterIndia. How can we allow someone to spread corona virus? Please tel…
93,1248833034075267072,-0.5,RT @Shehzad_Ind: It is highly unfair.. criminally unfair.. suits some though.. the silence .. secular liberal silence &amp; silence in the medi…
94,1248833034343907328,0.5,"RT @BJP4India: Download Aarogya Setu App and build a firewall around you against the Corona Virus!

Keep yourself safe, make India safer.…"
95,1248833034339614721,0.0,
96,1248833037023887361,0.25,
97,1248833037070028802,0.3,
98,1248833037934223361,0.161904761904762,
99,1248833039255232515,1.0,
100,1248833039884595200,0.0,
101,1248833040383500289,0.0,
102,1248833040945577984,0.0,"RT @yehlog: On 8th April, 3 men in an auto came to a checkpost at KR Pet (Mandya district), told officials they were Muslims, threatened to…"
103,1248833041201418240,0.0,@Ivonbartok @weijia Here is science. Corona virus is a joke nowhere compared to the flu!!! https://t.co/Nt6CWzJ4Jt
104,1248833042103152640,0.0,
105,1248833042908577792,0.163636363636364,"RT @JahangirKTareen: Young PTI Leader from Multan, Sheikh Salman Naeem has tested positive for Corona Virus. Let's all pray for his health.…"
106,1248833043923525632,0.0,@AMISHDEVGAN @News18India @avanishojha @HindiNews18 We want to see in Corona suit.
107,1248833044418457600,-0.5,RT @Shehzad_Ind: It is highly unfair.. criminally unfair.. suits some though.. the silence .. secular liberal silence &amp; silence in the medi…
108,1248833045039206400,-0.0857142857142857,if strict curfew not implement for 5days and filter out corona carriers then it will be big economic set back...mil… https://t.co/gJ0u2vkiep
109,1248833047148937217,0.0,
110,1248833047891509249,0.0583333333333334,
111,1248833047824412672,0.0,"PBC member, Mahmood Group contributed Rs 10 Mn to the PM’s Corona Fund and committed to supply thousands of ration… https://t.co/9eNp1EX25u"
112,1248833048826777600,0.153882575757576,
113,1248833049749377024,0.35,"RT @muglikar_: I hope govt comes with something innovative and allows resumption of economic activities.

https://t.co/ZOQbJ2SsqK"
114,1248833051649441792,-0.1625,"RT @DineshGayari13: Eating meat is a heinous sin.
It increases the risk of cancer and other deadly diseases. Like the corona virus came fro…"
115,1248833052001751040,-0.333333333333333,RT @RahulGandhi: The Corona Virus is an extremely serious threat to our people and our economy. My sense is the government is not taking th…
116,1248833052031115264,-0.5,RT @Shehzad_Ind: It is highly unfair.. criminally unfair.. suits some though.. the silence .. secular liberal silence &amp; silence in the medi…
117,1248833052442161152,0.0,Everything is #corona now... https://t.co/9JKAzjU4Cb
118,1248833052786274305,0.00833333333333336,
119,1248833057005551616,0.5,RT @Sanjay_Dixit: The damned feminists are now riding #CoronavirusPandemic - Corona now modifying even the word of Allah. Is this life more…
120,1248833057018257408,0.5,RT @Anele: Guys I love a beverage but this will create more movement. We can't all indulge in our vice because from here Churches can say b…
121,1248833057441775616,0.0583333333333334,"RT @TheSatishDua: Business as usual, somewhere at least!
LoC is a great leveler.

Whether it's Diwali, Christmas,  Eid,Sunday, death, birth…"
122,1248833057789886464,0.0,"RT @BJP4India: Salaam, a musical tribute to Corona Warriors fighting from the frontline to save our lives, courtesy @_MohitChauhan. #ThankY…"
123,1248833057903140867,-0.00545454545454546,
124,1248833061199867905,0.1875,RT @haemkkang: 이거비터초코레이션아님? https://t.co/VxFhinKluj
125,1248833061631840258,0.154545454545455,
126,1248833064001851392,0.0,RT @nicksonr_: corona has proven to me that i can be locked in my house with nothing to do but homework and still not do homework
127,1248833065255870466,0.0,
128,1248833065960402944,-0.236666666666667,@Rey_Parmar10 @SirohiPolice @PoliceRajasthan @ashokgehlot51 @DIPRRajasthan @RajCMO @devjimpatel @jagasiramjikoli Lo… https://t.co/JolKM1lo8G
129,1248833067281559553,-0.5,
130,1248833067646681088,0.25,
131,1248833070402162689,0.0,@next_sonnim 보호대두 차시구...찜질두 하시구...아프면안대요ㅠㅠ
132,1248833071014711296,0.0833333333333333,RT @K1MNINI: There were 6 volcanoes that erupted in different times during the past 24 hours in Indonesia. I hope everyone stay safe. Eithe…
133,1248833071115194369,0.0,
134,1248833072507662338,-0.5,
135,1248833073283657728,1.0,"RT @narendramodi: Great! 

Need maximum number of people to have Aarogya Setu on their phones. Let’s keep urging citizens to download the A…"
136,1248833074663653382,0.45,
137,1248833074739150848,-0.5,Dam y’all are fake smh 😔 https://t.co/nnwhEiBpmh
138,1248833074940366849,-0.155555555555556,
139,1248833076450508800,0.0,RT @nicksonr_: corona has proven to me that i can be locked in my house with nothing to do but homework and still not do homework
140,1248833077817806848,0.0,
141,1248833079860498433,-0.4,
142,1248833080128720896,0.0,"RT @rallyforrivers: #IshaOutreach volunteers distributed food packets in two panchayats and Nilavembu, a herbal drink that boosts immunity,…"
143,1248833081068228610,0.0,
144,1248833081961852929,-0.7,
145,1248833082741755904,-0.2,"RT @champagnekaki: after this corona shit, imma need 10 of these"
146,1248833083299659776,0.2,
147,1248833083635351552,0.0,
148,1248833084163862528,-0.1,@SayEntrepreneur Truly speaking Covid 19 will kill a lot of people under the influence of alcohol so gud thing is t… https://t.co/4k8AWZbJfl
149,1248833084163645440,-0.355555555555556,NO OFFENSE BUT CORONA FUCKING OFF IN LESS THAN SIX MONTHS ACTUALLY SUCKS https://t.co/4OahQE9kuk
150,1248833084591460352,0.1875,"A mtng Tuesday w/ PM, top ministers, &amp; techies. Then, the push for everyone to download the Aarogya Setu app ramped… https://t.co/xIUgggAqxt"
151,1248833085321261056,0.0,
152,1248833085241581572,0.2,
153,1248833086126579712,0.2,RT @amitmalviya: Real Corona Warriors of Bhilwara... https://t.co/rigSXg3TOA
154,1248833087137558528,0.0,RT @Jasleen_Kaur11: See what Pakistan's PM Imran Khan is saying about #Corona virus #Never_Eat_Meat #WaqarZaka #نفسيتك_تحتاج_الي #Covid_19…
155,1248833087347154944,0.0,"RT @amitmalviya: Corona infections would have crossed 8.20 lakh in India by 15 April if there was no lockdown here: ICMR Research.

The num…"
156,1248833088009846784,0.0,"RT @TheOliveKnife: On 8 April Japan earmarks funds for companies to shift production out of China

yesterday, Modi informed that he had a f…"
157,1248833088005632000,0.25,
158,1248833089469476864,-0.5,In east/west the Trojan Horse of the Marxist Leninist League of Tigray in #Ethiopia #WHO’s Tedros was twice wrong: 1 on #Eritrea 2 on Corona
159,1248833089477828610,-0.4,
160,1248833089326981127,0.0,First step is communication &amp; I think we got that
161,1248833090652262402,-0.5,
162,1248833090702561280,-0.5,RT @Shehzad_Ind: It is highly unfair.. criminally unfair.. suits some though.. the silence .. secular liberal silence &amp; silence in the medi…
163,1248833091487006720,0.0,I just uploaded “Corona Virus Bacteria And Earth Spinning With Particles Background | Motion Graphics - Videohive… https://t.co/GYy00kKKKn
164,1248833092816523270,-1.0,
165,1248833092854284288,1.0,"RT @narendramodi: Great! 

Need maximum number of people to have Aarogya Setu on their phones. Let’s keep urging citizens to download the A…"
166,1248833093324038144,-0.733333333333333,"RT @prernabindra: Sad pics, ugly truth: One terrible fallout of the #Corona  #lockdown has seen a surge in poaching #forest staff,already s…"
167,1248833093550534656,0.2,RT @amitmalviya: Real Corona Warriors of Bhilwara...
168,1248833094527799304,0.0,
169,1248833095375020032,0.2,"RT @Being_Humor: How much Sonia Gandhi, Priyank Vadra, Robert Vadra and Rahul Gandhi have donated to fight Corona Virus ?"
170,1248833096000122881,0.0,
171,1248833096365027328,0.333333333333333,Super trash https://t.co/VkIGlPaPWR
172,1248833096658513921,0.0,
173,1248833098122395648,0.0,RT @lifeofmshaba: Namsikia Jirani Hapa akimfundisha wanawe the difference between Email and Gmail. He told them it's Email when Electrcity…
174,1248833100181671936,-0.4,"RT @johnaustin47: Today, 10-04-2020 around 1:00 PM. Homes of Poor Hindus, cattle &amp; everything withing was Burnt in Village Saeed Abad, Link…"
175,1248833101737816065,0.0,
176,1248833102123880448,-0.1375,RT @ANI: At least 3 have died of corona in Chandni Mahal area in past 3 days.Out of 102 people staying in 13 different religious locations…
177,1248833102295601152,0.5,"TH : HK, very beautiful
CN : HK is not a country. HK is part of China! 

CN : We have rid all of the corona virus… https://t.co/QYXkjtGB53"
178,1248833102425862149,0.15,
179,1248833103402897408,0.0,RT @theRealKiyosaki: If Bill Gates created a vaccine for the Corona virus and the government made it mandatory for everyone to take...WOULD…
180,1248833104849948672,0.0,"RT @brajeshlive: How to defeat Corona virus? 

1. Contact Tracing 
2. Testing 
3.  Isolation"
181,1248833106578157568,0.0,RT @365__5: Me because i have an assignment @ 11:59 PM
182,1248833107962232832,0.163636363636364,"RT @JahangirKTareen: Young PTI Leader from Multan, Sheikh Salman Naeem has tested positive for Corona Virus. Let's all pray for his health.…"
183,1248833108293681162,-0.0375,
184,1248833108884873216,-0.25,
185,1248833110709538819,-0.204761904761905,
186,1248833112986898432,0.0,RT @Soumyadipta: This interview exposes why the Chinese kept on lying to the world despite knowing that they had the Corona Virus epidemic…
187,1248833113406480385,-0.4,
188,1248833113930764289,0.0861111111111111,
189,1248833114106810369,0.0121031746031746,
190,1248833114304118784,0.05,
191,1248833115679674368,0.2,RT @amitmalviya: Real Corona Warriors of Bhilwara...
192,1248833116719828992,0.0,RT @breko: I’m at Coles Broadway Syd and it’s chokkas. Do you think there’ll be a Corona spike next week? 🤒 #covid19australia #auspol https…
193,1248833116782854145,-0.113888888888889,
194,1248833117214785536,-0.0566666666666667,"@Kris_Sacrebleu @TimInHonolulu This dramatic increase in ""heart attacks"" are almost certainly related to #COVID19… https://t.co/CGZu1u2z5l"
195,1248833118309580801,0.0,@RamjiGangji 집에 일이 좀 있어서요ㅠ
196,1248833119177719808,-0.483333333333333,@IPatWork @skjain_05 No. I can understand your bigotry sociopathic condition to spread hate out of your biased birt… https://t.co/roQhJDbqi9
197,1248833119370637312,0.358333333333333,RT @sometimes_me10: This is very saddening... and enraging too... This is exactly why CAA is important !!
198,1248833119689609216,-0.125,RT @ijouudz: Can we please talk about anything other than corona?
199,1248833120171892736,-0.5,
200,1248833120587169792,-0.0333333333333333,No wonder Corona wants to wipe us all out. Y’all made stupid people like her famous https://t.co/LYCJIOSIm1
201,1248833120633122816,-0.166666666666667,"RT @ArunSFan: Rahul said this on 12th February, lockdown came on 21st March. If Rahul was taken serious, we would have had every traveller…"
202,1248833122264698881,1.0,
203,1248833122600226816,0.284444444444444,"@resilient_az @kjzzphoenix @KHayhoe @Maricopahealth @AzFaithNetwork @azipl Dear Friends, our immune system is very… https://t.co/NiBQzksijl"
204,1248833122801725440,0.0583333333333334,
205,1248833125196673026,0.0,
206,1248833125259436032,0.0,
207,1248833125813088258,0.0,
208,1248833125909749760,-0.3,"We were all forced to learn how to play the recorder...
Maybe we should all choose a time and in unison play Kumbay… https://t.co/zwzguzOwZK"
209,1248833126333284352,0.0,"RT @mrdopeflo: Me: I had plans for spring break

Corona:  https://t.co/Kt15yjeBf9"
210,1248833126647898112,0.0,We are in the matrix and the corona virus  are sentinels
211,1248833128707379201,0.267857142857143,
212,1248833128749314051,0.212121212121212,
213,1248833131555115010,-0.00545454545454546,
214,1248833134172479490,0.0,
215,1248833136546451462,0.0,
216,1248833137011879936,0.2,
217,1248833140761571328,0.0,Corona update https://t.co/EYXoTdVZ5k
218,1248833141545959425,-0.00545454545454546,
219,1248833142187683844,-0.5,
220,1248833144708628483,0.3,
221,1248833146054828032,-0.138888888888889,Black folks been going through this long before corona. This ain’t got shit to do with a virus and everything to do… https://t.co/l1nnhcc1Sa
222,1248833146390339584,0.8,Salute to our Great Corona warriors https://t.co/xuD5XMbLTv
223,1248833151574528000,-0.158333333333333,Amidst Corona pandemic till now why not a singal FIR has been registered and no arrest against political masters an… https://t.co/pDbXmK6mse
224,1248833152220569600,0.168181818181818,Is Belgium ready for new corona virus pandemic? #COVID2019 #CoronaUpdatesInIndia #lockdown #coronavirus https://t.co/MNxaK7GhQ7
225,1248833152577146881,0.0,
226,1248833152501583878,0.0,
227,1248833153751347201,-0.1375,
228,1248833153353080833,0.00814285714285715,No i don’t want your body but I’m picturing your body with somebody else ...
229,1248833155286458368,0.0,"RT @saahilmenghani: 👉Rajasthan govt bans photography during distribution of food to needy. CM says, ""This should not be made a medium of pu…"
230,1248833154820915201,0.015625,
231,1248833155789778945,0.0,
232,1248833156301631491,0.0,
233,1248833156234395654,1.0,
234,1248833156595081217,0.0,
235,1248833146407157760,0.35,
236,1248833156955987970,0.0,
237,1248833157601714177,1.0,
238,1248833157899718656,0.136363636363636,RT @priyagupta999: New born babies in Times of #Corona. #Bangkok https://t.co/Lyjeu8Fs8V
239,1248833157274705925,0.2,
240,1248833158881120256,0.0,
241,1248833161158463489,0.0,
242,1248833162387521536,0.0,"RT @muttonshunter: The spread of Corona virus is based on two factors.

1. How dense the population is.

2. How dense the population is."
243,1248833162580561920,0.0,"Do you miss the office? https://t.co/GeViK2TIIF

#CoronaVirus #ucoms #CoronaVirusOutbreak #COVID2019 #covid19… https://t.co/OmVixTD6JD"
244,1248833163922526208,0.2,RT @amitmalviya: Real Corona Warriors of Bhilwara...
245,1248833165315244032,0.0,
246,1248833165910626304,0.0,RT @theRealKiyosaki: If Bill Gates created a vaccine for the Corona virus and the government made it mandatory for everyone to take...WOULD…
247,1248833166368014336,0.0,
248,1248833166472810503,0.0,
249,1248833166766415875,0.0,
250,1248833167445889024,0.0,"@DineshDSouza @realDonaldTrump @IngrahamAngle We have been infected with the SARS Corona virus
meaning the Saudi Ar… https://t.co/S1X0jZiNh5"
251,1248833167974207489,0.25,
252,1248833167802458112,0.0,
253,1248833167420604417,0.0,
254,1248833169123614725,0.0,
255,1248833169605853184,0.0,RT @Soumyadipta: This interview exposes why the Chinese kept on lying to the world despite knowing that they had the Corona Virus epidemic…
256,1248833169983451136,0.2,RT @amitmalviya: Real Corona Warriors of Bhilwara...
257,1248833170696372225,0.0,
258,1248833171229159424,0.5,"Lord, I promise if you stop corona virus now I’ll never talk about birmingham, bassnectar fans, or hardstyle ever again... amen :)"
259,1248833172873203712,0.0,
260,1248833174064398338,0.0,
261,1248833174227922944,-0.208333333333333,@DeShobhaa Hello Shoba ma'am ! We have started this initiative to feed stray animals during corona pandemic! Please… https://t.co/hsF7R37yxw
262,1248833175888920576,0.2,Thanks @aajtak  for recognition 🙏 https://t.co/blWWhhGASK
263,1248833176656461826,0.0,
264,1248833177109450752,0.0,"RT @Josiensor: Political reporting in the age of corona, by Reuters'  @tombrenner https://t.co/NEOijEzkGE"
265,1248833178099318785,0.390625,
266,1248833178187345921,0.357142857142857,
267,1248833179613458432,0.0,
268,1248833182864211968,0.158333333333333,@ebbe_forsberg @SwedishPM @jacindaardern Ofcourse there need to be end light in tunnel. Ofcourse those who isolated… https://t.co/5Rq3X3sO4r
269,1248833183287779328,0.0,"RT @WarNuse: Could The Deep State's Corona Virus Pandemic Potentially Force President Trump To Cancel The November Election?

Does Presiden…"
270,1248833184847917056,0.2,"Thanks to all corona warriors 
#ThankYouCoronaWarriors
Responding to PM Modi’s call, the country has united in tack… https://t.co/O66vbmyMxX"
271,1248833186089422848,-0.2,RT @faliqfahmie: Miss Corona said Round 2
272,1248833186198585346,0.0,
273,1248833187565801472,0.113636363636364,@OMNChimnee Nigga they put all the people test positive for corona at the red lion smdh
274,1248833187700264960,0.45,"RT @AliceMHopkin: MPs &amp; staff based in Westminster need Parliament IT equipment to be able to do their work securely from home.

Not a penn…"
275,1248833187813289985,-0.5,
276,1248833187817689089,0.0,
277,1248833188945752066,0.0,
278,1248833189239574528,0.0,@JRubinBlogger @neeratanden You are invited to be a member of the NEXTGEN People's Immunity Souper Shero team to he… https://t.co/qIAP3C9jLJ
279,1248833192359944193,0.318181818181818,
280,1248833192515297280,0.0583333333333334,
281,1248833193005834240,0.0,@iamkingjy16 Corona timeeee!!!
282,1248833196424220673,0.357142857142857,
283,1248833197636452352,0.0,
284,1248833199196663808,0.2,RT @amitmalviya: Real Corona Warriors of Bhilwara...
285,1248833199570071552,0.291666666666667,italy milan fl kpop gc promo shindong #gfvip loyal list loyalies shawn mendes smut 18+ feet gg stans ariana grande… https://t.co/0e6aEGHEzS
286,1248833199804907520,-0.122222222222222,"RT @ImtiazMadmood: With less than 90 declared Corona dead, Pakistan did not need to extend lockdown by a week.

Same is the case with India…"
287,1248833201092595713,-0.2,
288,1248833204317913088,0.0,Another aspect of #Corona Strategy https://t.co/roJODx5N8M
289,1248833205236621312,0.0,RT @thomaskaine5: Do you think Fox News should be sued for their role in the spreading lies about the corona-virus?   What about their enab…
290,1248833205265928193,0.625,
291,1248833205450522624,0.0,"RT @Parul53709603: With the inspiration of Saint Dr. @Gurmeetramrahim Ji ,Dera Sacha Sauda has established  Food bank, the #BankThatCareFor…"
292,1248833206218100741,-0.041666666666666700,
293,1248833207010824193,-1.0,
294,1248833207409180672,0.0,RT @Mfundoyakhe_S: @AfricaFactsZone Cape Town South Africa 🇿🇦🇿🇦 Please come visit South Africa when Corona is over.✊ https://t.co/GAf2IJvofj
295,1248833207505539073,-0.2,@121Satish @saurabh_1993a @sardanarohit @DChaurasia2312 जिस बात के उन्हें पैसे मिलेंगे और  टीआरपी बढ़ेगी वही झूठे… https://t.co/RjyI5e2HmY
296,1248833207803338752,0.0,
297,1248833207228698624,0.8,"Bengaluru-based tech startup Cradlewise, which produces intelligent baby cribs, is using its technology and experti… https://t.co/wJbYIBfx2Q"
298,1248833209011294208,0.0,"RT @rallyforrivers: #IshaOutreach volunteers distributed food packets in two panchayats and Nilavembu, a herbal drink that boosts immunity,…"
299,1248833209262985216,0.0,
300,1248833209623670785,0.053333333333333300,
301,1248833209799979009,0.0,
302,1248833210001190913,-0.25,RT @TheMoon_RP: แจกอันนี้ล่ะ จะทวิตพรุ่งนี้นะฮับ https://t.co/66zUoy51qM
303,1248833210370289665,-0.075,
304,1248833210827419650,0.053333333333333300,"RT @CG_jp: ＼フォロー&amp;RTで #プレゼント！／
①@CG_jpをフォロー
②このツイートをRT
抽選3名様にクリスタルガイザー700mlｘ24本！

＼アンケート回答で #アマギフ！／
抽選3名様に #アマゾンギフト券 1,000円分！
回答→ https://t.…"
305,1248833211981053952,0.0,RT @DJSasquatch__: When you can’t catch Corona cause you’re COVID in the name of the Jesus 🙏🏽🕊⛅️ https://t.co/LV39WtKJT8
306,1248833209867042818,0.0,
307,1248833212081569792,0.053333333333333300,
308,1248833212597645313,0.0,
309,1248833212479991809,0.0,
310,1248833212857622528,0.0,
311,1248833213285281794,0.053333333333333300,
312,1248833214589763584,0.053333333333333300,"@laadravee Corona Update in India!

Total Confirmed: 7618
Active Cases: 6595
Total Recovered: 774
Total Deaths: 249… https://t.co/IyG4K0XxGi"
313,1248833214627659782,0.0,
314,1248833215814455296,0.053333333333333300,
315,1248833216259244032,0.0,@mybmc @akshaykumar Dil se a very big Thankyou to all working to fight corona...
316,1248833216624168964,0.8,
317,1248833217148227587,0.053333333333333300,
318,1248833218406580226,0.053333333333333300,"RT @babyIaur: if my girl friends wanna see my tits, i will simply show them."
319,1248833218922545153,0.0,
320,1248833219794841600,0.053333333333333300,
321,1248833220629499904,0.5,"RT @puneetbansal20: How many of my followers registered with ""Aarogya Setu"" App???

I have registered and donated to #PMCaresFunds for the…"
322,1248833220977647618,0.053333333333333300,
323,1248833221703294976,0.166666666666667,"RT @TalatHussain12: Corona patient issues video, says he and his family were twice cleared by Islamabad and Rawalpindi’s main Corona centre…"
324,1248833222164672513,-1.0,
325,1248833222605037568,0.0,"RT @BJP4India: Salaam, a musical tribute to Corona Warriors fighting from the frontline to save our lives, courtesy @_MohitChauhan. #ThankY…"
326,1248833223796256768,0.0,"@aubankindia @CMOMaharashtra @OfficeofUT As per this circular, contribution to CM relief fund/state relief fund sha… https://t.co/JhnObuUz3I"
327,1248833224794505216,-0.2,"RT @SmokingSkills_: 7500+ retweets on this piece of shit where he is saying that Corona is a disease spread by Modi

Now it will be shared…"
